smell,type,value,head,fea_num,features
shotgun-surgery,agreement,1.0,size,13,"{'Avg-commit-size': 294, 'is_test': 273, 'persistance': 225, 'avg.dev.scattering': 199, 'TCC_type': 179, 'NOCS_package': 176, 'number_constructor_NotDefaultConstructor_methods': 124, 'LOCNAMM_type': 119, 'MPC': 116, 'number_constructor_DefaultConstructor_methods': 104, 'WOC_type': 102, 'CFNAMM_type': 102, 'CBO': 98, 'NOPA_type': 86, 'number_standard_design_methods': 85, 'number_abstract_methods': 76, 'number_private_visibility_methods': 70, 'C3': 66, 'Readability': 60, 'WMC': 60, 'NOC_type': 59, 'number_package_visibility_attributes': 58, 'num_static_attributes': 56, 'LOC': 55, 'number-committors': 54, 'NOI_package': 54, 'number_static_methods': 51, 'LOC_package': 48, 'number_final_static_methods': 47, 'number_not_final_not_static_methods': 46, 'NOAM_type': 43, 'num_not_final_not_static_attributes': 42, 'FANOUT_type': 37, 'LCOM5_type': 37, 'num_final_static_attributes': 36, 'number_final_not_static_methods': 34, 'number_not_final_static_methods': 32, 'WMCNAMM_type': 31, 'NOMNAMM_type': 28, 'isStatic_type': 27, 'number_protected_visibility_attributes': 26, 'NOMNAMM_package': 26, 'number_package_visibility_methods': 26, 'RFC': 25, 'num_final_attributes': 24, 'number_public_visibility_methods': 24, 'number_not_abstract_not_final_methods': 22, 'num_final_not_static_attributes': 22, 'num_static_not_final_attributes': 22, 'NOM_package': 22, 'number_private_visibility_attributes': 21, 'number_protected_visibility_methods': 16, 'NOCS_type': 15, 'number_final_methods': 15, 'NIM_type': 9, 'NMO_type': 9, 'NOM_type': 8, 'number-fixes': 3, 'NOA_type': 3, 'is_util': 2, 'NOII_type': 2, 'is_controller': 2, 'ATFD_type': 2}"
shotgun-surgery,agreement,0.6619718309859155,complexity,13,"{'Avg-commit-size': 294, 'is_test': 273, 'persistance': 225, 'avg.dev.scattering': 199, 'TCC_type': 179, 'NOCS_package': 176, 'number_constructor_NotDefaultConstructor_methods': 124, 'LOCNAMM_type': 119, 'MPC': 116, 'number_constructor_DefaultConstructor_methods': 104, 'WOC_type': 102, 'CFNAMM_type': 102, 'CBO': 98, 'NOPA_type': 86, 'number_standard_design_methods': 85, 'number_abstract_methods': 76, 'number_private_visibility_methods': 70, 'C3': 66, 'Readability': 60, 'WMC': 60, 'NOC_type': 59, 'number_package_visibility_attributes': 58, 'num_static_attributes': 56, 'LOC': 55, 'number-committors': 54, 'NOI_package': 54, 'number_static_methods': 51, 'LOC_package': 48, 'number_final_static_methods': 47, 'number_not_final_not_static_methods': 46, 'NOAM_type': 43, 'num_not_final_not_static_attributes': 42, 'FANOUT_type': 37, 'LCOM5_type': 37, 'num_final_static_attributes': 36, 'number_final_not_static_methods': 34, 'number_not_final_static_methods': 32, 'WMCNAMM_type': 31, 'NOMNAMM_type': 28, 'isStatic_type': 27, 'number_protected_visibility_attributes': 26, 'NOMNAMM_package': 26, 'number_package_visibility_methods': 26, 'RFC': 25, 'num_final_attributes': 24, 'number_public_visibility_methods': 24, 'number_not_abstract_not_final_methods': 22, 'num_final_not_static_attributes': 22, 'num_static_not_final_attributes': 22, 'NOM_package': 22, 'number_private_visibility_attributes': 21, 'number_protected_visibility_methods': 16, 'NOCS_type': 15, 'number_final_methods': 15, 'NIM_type': 9, 'NMO_type': 9, 'NOM_type': 8, 'number-fixes': 3, 'NOA_type': 3, 'is_util': 2, 'NOII_type': 2, 'is_controller': 2, 'ATFD_type': 2}"
shotgun-surgery,agreement,0.0,production,13,"{'Avg-commit-size': 294, 'is_test': 273, 'persistance': 225, 'avg.dev.scattering': 199, 'TCC_type': 179, 'NOCS_package': 176, 'number_constructor_NotDefaultConstructor_methods': 124, 'LOCNAMM_type': 119, 'MPC': 116, 'number_constructor_DefaultConstructor_methods': 104, 'WOC_type': 102, 'CFNAMM_type': 102, 'CBO': 98, 'NOPA_type': 86, 'number_standard_design_methods': 85, 'number_abstract_methods': 76, 'number_private_visibility_methods': 70, 'C3': 66, 'Readability': 60, 'WMC': 60, 'NOC_type': 59, 'number_package_visibility_attributes': 58, 'num_static_attributes': 56, 'LOC': 55, 'number-committors': 54, 'NOI_package': 54, 'number_static_methods': 51, 'LOC_package': 48, 'number_final_static_methods': 47, 'number_not_final_not_static_methods': 46, 'NOAM_type': 43, 'num_not_final_not_static_attributes': 42, 'FANOUT_type': 37, 'LCOM5_type': 37, 'num_final_static_attributes': 36, 'number_final_not_static_methods': 34, 'number_not_final_static_methods': 32, 'WMCNAMM_type': 31, 'NOMNAMM_type': 28, 'isStatic_type': 27, 'number_protected_visibility_attributes': 26, 'NOMNAMM_package': 26, 'number_package_visibility_methods': 26, 'RFC': 25, 'num_final_attributes': 24, 'number_public_visibility_methods': 24, 'number_not_abstract_not_final_methods': 22, 'num_final_not_static_attributes': 22, 'num_static_not_final_attributes': 22, 'NOM_package': 22, 'number_private_visibility_attributes': 21, 'number_protected_visibility_methods': 16, 'NOCS_type': 15, 'number_final_methods': 15, 'NIM_type': 9, 'NMO_type': 9, 'NOM_type': 8, 'number-fixes': 3, 'NOA_type': 3, 'is_util': 2, 'NOII_type': 2, 'is_controller': 2, 'ATFD_type': 2}"
shotgun-surgery,agreement,0.0,testing,13,"{'Avg-commit-size': 294, 'is_test': 273, 'persistance': 225, 'avg.dev.scattering': 199, 'TCC_type': 179, 'NOCS_package': 176, 'number_constructor_NotDefaultConstructor_methods': 124, 'LOCNAMM_type': 119, 'MPC': 116, 'number_constructor_DefaultConstructor_methods': 104, 'WOC_type': 102, 'CFNAMM_type': 102, 'CBO': 98, 'NOPA_type': 86, 'number_standard_design_methods': 85, 'number_abstract_methods': 76, 'number_private_visibility_methods': 70, 'C3': 66, 'Readability': 60, 'WMC': 60, 'NOC_type': 59, 'number_package_visibility_attributes': 58, 'num_static_attributes': 56, 'LOC': 55, 'number-committors': 54, 'NOI_package': 54, 'number_static_methods': 51, 'LOC_package': 48, 'number_final_static_methods': 47, 'number_not_final_not_static_methods': 46, 'NOAM_type': 43, 'num_not_final_not_static_attributes': 42, 'FANOUT_type': 37, 'LCOM5_type': 37, 'num_final_static_attributes': 36, 'number_final_not_static_methods': 34, 'number_not_final_static_methods': 32, 'WMCNAMM_type': 31, 'NOMNAMM_type': 28, 'isStatic_type': 27, 'number_protected_visibility_attributes': 26, 'NOMNAMM_package': 26, 'number_package_visibility_methods': 26, 'RFC': 25, 'num_final_attributes': 24, 'number_public_visibility_methods': 24, 'number_not_abstract_not_final_methods': 22, 'num_final_not_static_attributes': 22, 'num_static_not_final_attributes': 22, 'NOM_package': 22, 'number_private_visibility_attributes': 21, 'number_protected_visibility_methods': 16, 'NOCS_type': 15, 'number_final_methods': 15, 'NIM_type': 9, 'NMO_type': 9, 'NOM_type': 8, 'number-fixes': 3, 'NOA_type': 3, 'is_util': 2, 'NOII_type': 2, 'is_controller': 2, 'ATFD_type': 2}"
complex-class,agreement,0.915068493150685,all,13,"{'CBO': 291, 'RFC': 291, 'C3': 277, 'NOAM_type': 276, 'WOC_type': 272, 'number_private_visibility_attributes': 272, 'NIM_type': 260, 'TCC_type': 238, 'number_constructor_NotDefaultConstructor_methods': 215, 'NOCS_package': 205, 'LCOM5_type': 152, 'NOI_package': 118, 'LOC': 108, 'is_test': 95, 'Avg-commit-size': 76, 'MPC': 64, 'is_controller': 58, 'number-fixes': 50, 'number_final_not_static_methods': 47, 'persistance': 46, 'is_procedural': 44, 'ATFD_type': 43, 'number-committors': 37, 'number_constructor_DefaultConstructor_methods': 37, 'NMO_type': 25, 'NOCS_type': 21, 'NOPA_type': 19, 'NOC_type': 18, 'number_protected_visibility_attributes': 15, 'num_static_not_final_attributes': 15, 'number_private_visibility_methods': 14, 'number_not_final_static_methods': 14, 'num_final_not_static_attributes': 13, 'isStatic_type': 12, 'is_util': 11, 'number_package_visibility_attributes': 11, 'number_package_visibility_methods': 10, 'NOII_type': 8, 'number_final_static_methods': 3, 'number_abstract_methods': 2}"
complex-class,entropy,2.9355190268840685,all,13,"{'CBO': 291, 'RFC': 291, 'C3': 277, 'NOAM_type': 276, 'WOC_type': 272, 'number_private_visibility_attributes': 272, 'NIM_type': 260, 'TCC_type': 238, 'number_constructor_NotDefaultConstructor_methods': 215, 'NOCS_package': 205, 'LCOM5_type': 152, 'NOI_package': 118, 'LOC': 108, 'is_test': 95, 'Avg-commit-size': 76, 'MPC': 64, 'is_controller': 58, 'number-fixes': 50, 'number_final_not_static_methods': 47, 'persistance': 46, 'is_procedural': 44, 'ATFD_type': 43, 'number-committors': 37, 'number_constructor_DefaultConstructor_methods': 37, 'NMO_type': 25, 'NOCS_type': 21, 'NOPA_type': 19, 'NOC_type': 18, 'number_protected_visibility_attributes': 15, 'num_static_not_final_attributes': 15, 'number_private_visibility_methods': 14, 'number_not_final_static_methods': 14, 'num_final_not_static_attributes': 13, 'isStatic_type': 12, 'is_util': 11, 'number_package_visibility_attributes': 11, 'number_package_visibility_methods': 10, 'NOII_type': 8, 'number_final_static_methods': 3, 'number_abstract_methods': 2}"
complex-class,agreement,1.0,coupling,13,"{'CBO': 291, 'RFC': 291, 'C3': 277, 'NOAM_type': 276, 'WOC_type': 272, 'number_private_visibility_attributes': 272, 'NIM_type': 260, 'TCC_type': 238, 'number_constructor_NotDefaultConstructor_methods': 215, 'NOCS_package': 205, 'LCOM5_type': 152, 'NOI_package': 118, 'LOC': 108, 'is_test': 95, 'Avg-commit-size': 76, 'MPC': 64, 'is_controller': 58, 'number-fixes': 50, 'number_final_not_static_methods': 47, 'persistance': 46, 'is_procedural': 44, 'ATFD_type': 43, 'number-committors': 37, 'number_constructor_DefaultConstructor_methods': 37, 'NMO_type': 25, 'NOCS_type': 21, 'NOPA_type': 19, 'NOC_type': 18, 'number_protected_visibility_attributes': 15, 'num_static_not_final_attributes': 15, 'number_private_visibility_methods': 14, 'number_not_final_static_methods': 14, 'num_final_not_static_attributes': 13, 'isStatic_type': 12, 'is_util': 11, 'number_package_visibility_attributes': 11, 'number_package_visibility_methods': 10, 'NOII_type': 8, 'number_final_static_methods': 3, 'number_abstract_methods': 2}"
complex-class,agreement,0.6666666666666666,changehistory,13,"{'CBO': 291, 'RFC': 291, 'C3': 277, 'NOAM_type': 276, 'WOC_type': 272, 'number_private_visibility_attributes': 272, 'NIM_type': 260, 'TCC_type': 238, 'number_constructor_NotDefaultConstructor_methods': 215, 'NOCS_package': 205, 'LCOM5_type': 152, 'NOI_package': 118, 'LOC': 108, 'is_test': 95, 'Avg-commit-size': 76, 'MPC': 64, 'is_controller': 58, 'number-fixes': 50, 'number_final_not_static_methods': 47, 'persistance': 46, 'is_procedural': 44, 'ATFD_type': 43, 'number-committors': 37, 'number_constructor_DefaultConstructor_methods': 37, 'NMO_type': 25, 'NOCS_type': 21, 'NOPA_type': 19, 'NOC_type': 18, 'number_protected_visibility_attributes': 15, 'num_static_not_final_attributes': 15, 'number_private_visibility_methods': 14, 'number_not_final_static_methods': 14, 'num_final_not_static_attributes': 13, 'isStatic_type': 12, 'is_util': 11, 'number_package_visibility_attributes': 11, 'number_package_visibility_methods': 10, 'NOII_type': 8, 'number_final_static_methods': 3, 'number_abstract_methods': 2}"
complex-class,agreement,1.0,cohesion,13,"{'CBO': 291, 'RFC': 291, 'C3': 277, 'NOAM_type': 276, 'WOC_type': 272, 'number_private_visibility_attributes': 272, 'NIM_type': 260, 'TCC_type': 238, 'number_constructor_NotDefaultConstructor_methods': 215, 'NOCS_package': 205, 'LCOM5_type': 152, 'NOI_package': 118, 'LOC': 108, 'is_test': 95, 'Avg-commit-size': 76, 'MPC': 64, 'is_controller': 58, 'number-fixes': 50, 'number_final_not_static_methods': 47, 'persistance': 46, 'is_procedural': 44, 'ATFD_type': 43, 'number-committors': 37, 'number_constructor_DefaultConstructor_methods': 37, 'NMO_type': 25, 'NOCS_type': 21, 'NOPA_type': 19, 'NOC_type': 18, 'number_protected_visibility_attributes': 15, 'num_static_not_final_attributes': 15, 'number_private_visibility_methods': 14, 'number_not_final_static_methods': 14, 'num_final_not_static_attributes': 13, 'isStatic_type': 12, 'is_util': 11, 'number_package_visibility_attributes': 11, 'number_package_visibility_methods': 10, 'NOII_type': 8, 'number_final_static_methods': 3, 'number_abstract_methods': 2}"
complex-class,agreement,1.0,size,13,"{'CBO': 291, 'RFC': 291, 'C3': 277, 'NOAM_type': 276, 'WOC_type': 272, 'number_private_visibility_attributes': 272, 'NIM_type': 260, 'TCC_type': 238, 'number_constructor_NotDefaultConstructor_methods': 215, 'NOCS_package': 205, 'LCOM5_type': 152, 'NOI_package': 118, 'LOC': 108, 'is_test': 95, 'Avg-commit-size': 76, 'MPC': 64, 'is_controller': 58, 'number-fixes': 50, 'number_final_not_static_methods': 47, 'persistance': 46, 'is_procedural': 44, 'ATFD_type': 43, 'number-committors': 37, 'number_constructor_DefaultConstructor_methods': 37, 'NMO_type': 25, 'NOCS_type': 21, 'NOPA_type': 19, 'NOC_type': 18, 'number_protected_visibility_attributes': 15, 'num_static_not_final_attributes': 15, 'number_private_visibility_methods': 14, 'number_not_final_static_methods': 14, 'num_final_not_static_attributes': 13, 'isStatic_type': 12, 'is_util': 11, 'number_package_visibility_attributes': 11, 'number_package_visibility_methods': 10, 'NOII_type': 8, 'number_final_static_methods': 3, 'number_abstract_methods': 2}"
complex-class,agreement,0.9830508474576272,complexity,13,"{'CBO': 291, 'RFC': 291, 'C3': 277, 'NOAM_type': 276, 'WOC_type': 272, 'number_private_visibility_attributes': 272, 'NIM_type': 260, 'TCC_type': 238, 'number_constructor_NotDefaultConstructor_methods': 215, 'NOCS_package': 205, 'LCOM5_type': 152, 'NOI_package': 118, 'LOC': 108, 'is_test': 95, 'Avg-commit-size': 76, 'MPC': 64, 'is_controller': 58, 'number-fixes': 50, 'number_final_not_static_methods': 47, 'persistance': 46, 'is_procedural': 44, 'ATFD_type': 43, 'number-committors': 37, 'number_constructor_DefaultConstructor_methods': 37, 'NMO_type': 25, 'NOCS_type': 21, 'NOPA_type': 19, 'NOC_type': 18, 'number_protected_visibility_attributes': 15, 'num_static_not_final_attributes': 15, 'number_private_visibility_methods': 14, 'number_not_final_static_methods': 14, 'num_final_not_static_attributes': 13, 'isStatic_type': 12, 'is_util': 11, 'number_package_visibility_attributes': 11, 'number_package_visibility_methods': 10, 'NOII_type': 8, 'number_final_static_methods': 3, 'number_abstract_methods': 2}"
complex-class,agreement,0.6470588235294118,production,13,"{'CBO': 291, 'RFC': 291, 'C3': 277, 'NOAM_type': 276, 'WOC_type': 272, 'number_private_visibility_attributes': 272, 'NIM_type': 260, 'TCC_type': 238, 'number_constructor_NotDefaultConstructor_methods': 215, 'NOCS_package': 205, 'LCOM5_type': 152, 'NOI_package': 118, 'LOC': 108, 'is_test': 95, 'Avg-commit-size': 76, 'MPC': 64, 'is_controller': 58, 'number-fixes': 50, 'number_final_not_static_methods': 47, 'persistance': 46, 'is_procedural': 44, 'ATFD_type': 43, 'number-committors': 37, 'number_constructor_DefaultConstructor_methods': 37, 'NMO_type': 25, 'NOCS_type': 21, 'NOPA_type': 19, 'NOC_type': 18, 'number_protected_visibility_attributes': 15, 'num_static_not_final_attributes': 15, 'number_private_visibility_methods': 14, 'number_not_final_static_methods': 14, 'num_final_not_static_attributes': 13, 'isStatic_type': 12, 'is_util': 11, 'number_package_visibility_attributes': 11, 'number_package_visibility_methods': 10, 'NOII_type': 8, 'number_final_static_methods': 3, 'number_abstract_methods': 2}"
complex-class,agreement,0.9666666666666667,testing,13,"{'CBO': 291, 'RFC': 291, 'C3': 277, 'NOAM_type': 276, 'WOC_type': 272, 'number_private_visibility_attributes': 272, 'NIM_type': 260, 'TCC_type': 238, 'number_constructor_NotDefaultConstructor_methods': 215, 'NOCS_package': 205, 'LCOM5_type': 152, 'NOI_package': 118, 'LOC': 108, 'is_test': 95, 'Avg-commit-size': 76, 'MPC': 64, 'is_controller': 58, 'number-fixes': 50, 'number_final_not_static_methods': 47, 'persistance': 46, 'is_procedural': 44, 'ATFD_type': 43, 'number-committors': 37, 'number_constructor_DefaultConstructor_methods': 37, 'NMO_type': 25, 'NOCS_type': 21, 'NOPA_type': 19, 'NOC_type': 18, 'number_protected_visibility_attributes': 15, 'num_static_not_final_attributes': 15, 'number_private_visibility_methods': 14, 'number_not_final_static_methods': 14, 'num_final_not_static_attributes': 13, 'isStatic_type': 12, 'is_util': 11, 'number_package_visibility_attributes': 11, 'number_package_visibility_methods': 10, 'NOII_type': 8, 'number_final_static_methods': 3, 'number_abstract_methods': 2}"
spaghetti-code,agreement,0.8281786941580757,all,14,"{'C3': 234, 'NOM_package': 205, 'NOCS_package': 187, 'number_constructor_DefaultConstructor_methods': 158, 'NOC_type': 146, 'number_final_methods': 132, 'number_abstract_methods': 114, 'number_final_not_static_methods': 103, 'number_package_visibility_methods': 102, 'LOC': 99, 'number_protected_visibility_attributes': 99, 'number_private_visibility_methods': 95, 'number_final_static_methods': 92, 'MPC': 91, 'LCOM5_type': 78, 'number_constructor_NotDefaultConstructor_methods': 78, 'number_package_visibility_attributes': 76, 'avg.dev.scattering': 73, 'number_private_visibility_attributes': 70, 'number-committors': 70, 'num_static_not_final_attributes': 69, 'CFNAMM_type': 66, 'CBO': 57, 'isStatic_type': 57, 'DIT_type': 56, 'NOI_package': 55, 'Avg-commit-size': 54, 'WMC': 53, 'is_controller': 52, 'num_final_not_static_attributes': 52, 'RFC': 51, 'TCC_type': 51, 'number-changes': 51, 'WOC_type': 51, 'number_protected_visibility_methods': 49, 'NOPA_type': 45, 'num_not_final_not_static_attributes': 43, 'WMCNAMM_type': 41, 'number_not_final_not_static_methods': 38, 'persistance': 33, 'NOAM_type': 28, 'num_final_static_attributes': 26, 'NOII_type': 24, 'is_test': 17, 'NIM_type': 16, 'NOCS_type': 16, 'NMO_type': 15, 'ATFD_type': 15, 'is_util': 2, 'is_external': 1}"
spaghetti-code,entropy,3.3444508548200833,all,14,"{'C3': 234, 'NOM_package': 205, 'NOCS_package': 187, 'number_constructor_DefaultConstructor_methods': 158, 'NOC_type': 146, 'number_final_methods': 132, 'number_abstract_methods': 114, 'number_final_not_static_methods': 103, 'number_package_visibility_methods': 102, 'LOC': 99, 'number_protected_visibility_attributes': 99, 'number_private_visibility_methods': 95, 'number_final_static_methods': 92, 'MPC': 91, 'LCOM5_type': 78, 'number_constructor_NotDefaultConstructor_methods': 78, 'number_package_visibility_attributes': 76, 'avg.dev.scattering': 73, 'number_private_visibility_attributes': 70, 'number-committors': 70, 'num_static_not_final_attributes': 69, 'CFNAMM_type': 66, 'CBO': 57, 'isStatic_type': 57, 'DIT_type': 56, 'NOI_package': 55, 'Avg-commit-size': 54, 'WMC': 53, 'is_controller': 52, 'num_final_not_static_attributes': 52, 'RFC': 51, 'TCC_type': 51, 'number-changes': 51, 'WOC_type': 51, 'number_protected_visibility_methods': 49, 'NOPA_type': 45, 'num_not_final_not_static_attributes': 43, 'WMCNAMM_type': 41, 'number_not_final_not_static_methods': 38, 'persistance': 33, 'NOAM_type': 28, 'num_final_static_attributes': 26, 'NOII_type': 24, 'is_test': 17, 'NIM_type': 16, 'NOCS_type': 16, 'NMO_type': 15, 'ATFD_type': 15, 'is_util': 2, 'is_external': 1}"
spaghetti-code,agreement,1.0,coupling,14,"{'C3': 234, 'NOM_package': 205, 'NOCS_package': 187, 'number_constructor_DefaultConstructor_methods': 158, 'NOC_type': 146, 'number_final_methods': 132, 'number_abstract_methods': 114, 'number_final_not_static_methods': 103, 'number_package_visibility_methods': 102, 'LOC': 99, 'number_protected_visibility_attributes': 99, 'number_private_visibility_methods': 95, 'number_final_static_methods': 92, 'MPC': 91, 'LCOM5_type': 78, 'number_constructor_NotDefaultConstructor_methods': 78, 'number_package_visibility_attributes': 76, 'avg.dev.scattering': 73, 'number_private_visibility_attributes': 70, 'number-committors': 70, 'num_static_not_final_attributes': 69, 'CFNAMM_type': 66, 'CBO': 57, 'isStatic_type': 57, 'DIT_type': 56, 'NOI_package': 55, 'Avg-commit-size': 54, 'WMC': 53, 'is_controller': 52, 'num_final_not_static_attributes': 52, 'RFC': 51, 'TCC_type': 51, 'number-changes': 51, 'WOC_type': 51, 'number_protected_visibility_methods': 49, 'NOPA_type': 45, 'num_not_final_not_static_attributes': 43, 'WMCNAMM_type': 41, 'number_not_final_not_static_methods': 38, 'persistance': 33, 'NOAM_type': 28, 'num_final_static_attributes': 26, 'NOII_type': 24, 'is_test': 17, 'NIM_type': 16, 'NOCS_type': 16, 'NMO_type': 15, 'ATFD_type': 15, 'is_util': 2, 'is_external': 1}"
spaghetti-code,agreement,1.0,changehistory,14,"{'C3': 234, 'NOM_package': 205, 'NOCS_package': 187, 'number_constructor_DefaultConstructor_methods': 158, 'NOC_type': 146, 'number_final_methods': 132, 'number_abstract_methods': 114, 'number_final_not_static_methods': 103, 'number_package_visibility_methods': 102, 'LOC': 99, 'number_protected_visibility_attributes': 99, 'number_private_visibility_methods': 95, 'number_final_static_methods': 92, 'MPC': 91, 'LCOM5_type': 78, 'number_constructor_NotDefaultConstructor_methods': 78, 'number_package_visibility_attributes': 76, 'avg.dev.scattering': 73, 'number_private_visibility_attributes': 70, 'number-committors': 70, 'num_static_not_final_attributes': 69, 'CFNAMM_type': 66, 'CBO': 57, 'isStatic_type': 57, 'DIT_type': 56, 'NOI_package': 55, 'Avg-commit-size': 54, 'WMC': 53, 'is_controller': 52, 'num_final_not_static_attributes': 52, 'RFC': 51, 'TCC_type': 51, 'number-changes': 51, 'WOC_type': 51, 'number_protected_visibility_methods': 49, 'NOPA_type': 45, 'num_not_final_not_static_attributes': 43, 'WMCNAMM_type': 41, 'number_not_final_not_static_methods': 38, 'persistance': 33, 'NOAM_type': 28, 'num_final_static_attributes': 26, 'NOII_type': 24, 'is_test': 17, 'NIM_type': 16, 'NOCS_type': 16, 'NMO_type': 15, 'ATFD_type': 15, 'is_util': 2, 'is_external': 1}"
spaghetti-code,agreement,1.0,cohesion,14,"{'C3': 234, 'NOM_package': 205, 'NOCS_package': 187, 'number_constructor_DefaultConstructor_methods': 158, 'NOC_type': 146, 'number_final_methods': 132, 'number_abstract_methods': 114, 'number_final_not_static_methods': 103, 'number_package_visibility_methods': 102, 'LOC': 99, 'number_protected_visibility_attributes': 99, 'number_private_visibility_methods': 95, 'number_final_static_methods': 92, 'MPC': 91, 'LCOM5_type': 78, 'number_constructor_NotDefaultConstructor_methods': 78, 'number_package_visibility_attributes': 76, 'avg.dev.scattering': 73, 'number_private_visibility_attributes': 70, 'number-committors': 70, 'num_static_not_final_attributes': 69, 'CFNAMM_type': 66, 'CBO': 57, 'isStatic_type': 57, 'DIT_type': 56, 'NOI_package': 55, 'Avg-commit-size': 54, 'WMC': 53, 'is_controller': 52, 'num_final_not_static_attributes': 52, 'RFC': 51, 'TCC_type': 51, 'number-changes': 51, 'WOC_type': 51, 'number_protected_visibility_methods': 49, 'NOPA_type': 45, 'num_not_final_not_static_attributes': 43, 'WMCNAMM_type': 41, 'number_not_final_not_static_methods': 38, 'persistance': 33, 'NOAM_type': 28, 'num_final_static_attributes': 26, 'NOII_type': 24, 'is_test': 17, 'NIM_type': 16, 'NOCS_type': 16, 'NMO_type': 15, 'ATFD_type': 15, 'is_util': 2, 'is_external': 1}"
spaghetti-code,agreement,1.0,size,14,"{'C3': 234, 'NOM_package': 205, 'NOCS_package': 187, 'number_constructor_DefaultConstructor_methods': 158, 'NOC_type': 146, 'number_final_methods': 132, 'number_abstract_methods': 114, 'number_final_not_static_methods': 103, 'number_package_visibility_methods': 102, 'LOC': 99, 'number_protected_visibility_attributes': 99, 'number_private_visibility_methods': 95, 'number_final_static_methods': 92, 'MPC': 91, 'LCOM5_type': 78, 'number_constructor_NotDefaultConstructor_methods': 78, 'number_package_visibility_attributes': 76, 'avg.dev.scattering': 73, 'number_private_visibility_attributes': 70, 'number-committors': 70, 'num_static_not_final_attributes': 69, 'CFNAMM_type': 66, 'CBO': 57, 'isStatic_type': 57, 'DIT_type': 56, 'NOI_package': 55, 'Avg-commit-size': 54, 'WMC': 53, 'is_controller': 52, 'num_final_not_static_attributes': 52, 'RFC': 51, 'TCC_type': 51, 'number-changes': 51, 'WOC_type': 51, 'number_protected_visibility_methods': 49, 'NOPA_type': 45, 'num_not_final_not_static_attributes': 43, 'WMCNAMM_type': 41, 'number_not_final_not_static_methods': 38, 'persistance': 33, 'NOAM_type': 28, 'num_final_static_attributes': 26, 'NOII_type': 24, 'is_test': 17, 'NIM_type': 16, 'NOCS_type': 16, 'NMO_type': 15, 'ATFD_type': 15, 'is_util': 2, 'is_external': 1}"
spaghetti-code,agreement,0.6186440677966102,complexity,14,"{'C3': 234, 'NOM_package': 205, 'NOCS_package': 187, 'number_constructor_DefaultConstructor_methods': 158, 'NOC_type': 146, 'number_final_methods': 132, 'number_abstract_methods': 114, 'number_final_not_static_methods': 103, 'number_package_visibility_methods': 102, 'LOC': 99, 'number_protected_visibility_attributes': 99, 'number_private_visibility_methods': 95, 'number_final_static_methods': 92, 'MPC': 91, 'LCOM5_type': 78, 'number_constructor_NotDefaultConstructor_methods': 78, 'number_package_visibility_attributes': 76, 'avg.dev.scattering': 73, 'number_private_visibility_attributes': 70, 'number-committors': 70, 'num_static_not_final_attributes': 69, 'CFNAMM_type': 66, 'CBO': 57, 'isStatic_type': 57, 'DIT_type': 56, 'NOI_package': 55, 'Avg-commit-size': 54, 'WMC': 53, 'is_controller': 52, 'num_final_not_static_attributes': 52, 'RFC': 51, 'TCC_type': 51, 'number-changes': 51, 'WOC_type': 51, 'number_protected_visibility_methods': 49, 'NOPA_type': 45, 'num_not_final_not_static_attributes': 43, 'WMCNAMM_type': 41, 'number_not_final_not_static_methods': 38, 'persistance': 33, 'NOAM_type': 28, 'num_final_static_attributes': 26, 'NOII_type': 24, 'is_test': 17, 'NIM_type': 16, 'NOCS_type': 16, 'NMO_type': 15, 'ATFD_type': 15, 'is_util': 2, 'is_external': 1}"
spaghetti-code,agreement,0.0,production,14,"{'C3': 234, 'NOM_package': 205, 'NOCS_package': 187, 'number_constructor_DefaultConstructor_methods': 158, 'NOC_type': 146, 'number_final_methods': 132, 'number_abstract_methods': 114, 'number_final_not_static_methods': 103, 'number_package_visibility_methods': 102, 'LOC': 99, 'number_protected_visibility_attributes': 99, 'number_private_visibility_methods': 95, 'number_final_static_methods': 92, 'MPC': 91, 'LCOM5_type': 78, 'number_constructor_NotDefaultConstructor_methods': 78, 'number_package_visibility_attributes': 76, 'avg.dev.scattering': 73, 'number_private_visibility_attributes': 70, 'number-committors': 70, 'num_static_not_final_attributes': 69, 'CFNAMM_type': 66, 'CBO': 57, 'isStatic_type': 57, 'DIT_type': 56, 'NOI_package': 55, 'Avg-commit-size': 54, 'WMC': 53, 'is_controller': 52, 'num_final_not_static_attributes': 52, 'RFC': 51, 'TCC_type': 51, 'number-changes': 51, 'WOC_type': 51, 'number_protected_visibility_methods': 49, 'NOPA_type': 45, 'num_not_final_not_static_attributes': 43, 'WMCNAMM_type': 41, 'number_not_final_not_static_methods': 38, 'persistance': 33, 'NOAM_type': 28, 'num_final_static_attributes': 26, 'NOII_type': 24, 'is_test': 17, 'NIM_type': 16, 'NOCS_type': 16, 'NMO_type': 15, 'ATFD_type': 15, 'is_util': 2, 'is_external': 1}"
