perception,LOC,C3,CBO,MPC,RFC,WMC,Readability,Avg-commit-size,number-changes,number-committors,persistance,number-fixes,avg.dev.scattering,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOC_type,LCOM5_type,WOC_type,WMCNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,is_controller,is_procedural,is_test,is_util,is_external
MEDIUM,914,0.53,7,0.51,7,33,0.36,9,14,6,3,15,0.4,0,16,0,23,0,0,0,7,16,0,1,41,0,0.051948,0,0.978788,0,7,8,64,3,1627,92,1,0,11,0,5,6,5,5,10,1,0,0,0,0,23,0,0,23,0,0,0,0,23,6,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1048,0.55,4,0.46,5,32,0.5,10,39,3,2,6,0.28,4,1,17,18,3,39,47,17,44,3,2,2143,97,0.192308,0,0.914439,1,191,29,105,0,3957,129,0,0,37,0,7,16,12,12,28,4,0,14,4,0,0,0,0,18,1,0,0,1,17,16,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,954,0.21,6,0.41,9,25,0.46,10,30,5,1,15,0.23,0,0,0,2,1,0,2,2,0,4,2,21,2,1,0,0,1,2,37,143,0,3130,157,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1032,0.4,3,0.45,7,32,0.46,9,25,4,1,18,0.29,0,0,0,3,0,1,2,3,1,6,3,31,1,0,0,1,1,3,37,143,0,3130,157,0,0,1,0,0,1,1,1,0,0,0,2,1,0,0,0,0,3,1,0,0,1,2,2,0,1,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,1089,0.58,6,0.43,5,31,0.49,10,36,4,4,18,0.33,0,19,33,104,0,8,45,85,29,0,1,1384,59,0.102798,0,0.980917,0.391304,147,52,176,0,2771,208,0,1,0,28,0,1,1,1,28,0,0,22,0,82,0,0,0,104,0,0,0,0,104,84,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1013,0.36,3,0.42,5,23,0.5,3,14,7,3,18,0.5,0,5,1,10,0,1,4,5,17,698,5,169,5,0.111111,0,1,0.5,8,52,176,0,2771,208,0,0,1,16,0,1,1,1,16,0,0,8,0,2,0,0,0,10,0,0,0,0,10,4,0,1,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,892,0.36,5,0.42,6,25,0.37,3,29,7,3,6,0.39,0,8,0,10,0,0,1,2,8,0,1,59,2,0,0,1,0,3,20,55,0,1274,72,0,0,8,0,0,8,0,0,0,8,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,2,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,1104,0.2,7,0.48,9,29,0.47,9,21,4,2,18,0.23,0,0,0,2,?,0,1,2,1,?,1,24,1,1,2,0,?,4,12,471,2,3219,549,0,1,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,1078,0.59,5,0.53,8,27,0.42,2,41,4,4,17,0.46,1,0,0,11,?,0,0,11,0,?,1,58,0,0,1,0,?,11,12,471,2,3219,549,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,11,11,0,0,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,979,0.32,7,0.42,5,31,0.43,7,25,6,4,7,0.26,0,13,0,38,?,21,29,25,17,?,2,637,49,0.327635,0,0.926868,?,131,17,145,0,2074,207,0,0,17,0,0,0,0,0,17,0,0,27,10,1,0,0,0,38,0,0,0,0,38,24,0,1,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,1078,0.71,7,0.5,3,15,0.72,3,4,3,3,8,0.14,1,36,4,89,0,3,5,53,97,520,5,1633,4,0.115126,0,0.959583,0.292929,88,50,400,1,12877,545,0,34,59,2,2,34,34,34,63,0,0,65,3,21,0,0,0,89,0,0,0,0,89,52,0,1,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,968,0.49,4,0.55,10,35,0.35,3,18,4,3,14,0.36,0,2,3,25,3,0,3,23,7,13,2,576,3,0.181159,0,0.970238,0.454545,64,50,400,1,12877,545,0,4,0,2,1,4,4,4,3,0,0,7,0,18,0,0,0,25,0,0,0,0,25,22,0,1,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,1100,0.57,7,0.53,9,33,0.43,5,14,4,3,8,0.3,1,7,1,55,3,32,3,48,46,13,2,2128,3,0.326797,0,0.961755,0.392857,255,50,400,1,12877,545,0,15,23,8,0,17,17,17,29,0,0,13,35,7,0,0,0,55,0,0,0,0,55,46,0,2,FALSE,FALSE,FALSE,TRUE,FALSE
MEDIUM,1032,0.46,6,0.46,10,26,0.49,4,40,3,2,12,0.53,1,5,0,11,0,0,0,6,6,0,1,83,0,0.177778,0,0.9,1,8,50,400,1,12877,545,0,0,2,0,4,0,0,0,6,0,0,1,0,0,10,0,0,11,0,0,0,0,11,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE
MEDIUM,1077,0.53,7,0.48,8,33,0.42,2,35,7,1,6,0.43,1,3,0,50,3,44,3,47,50,13,2,2022,8,0.35,0,0.963673,0.318182,216,50,400,1,12877,545,0,12,25,13,0,14,14,14,36,0,0,10,33,7,0,0,0,50,0,0,0,0,50,46,0,1,FALSE,FALSE,FALSE,TRUE,FALSE
MEDIUM,903,0.32,5,0.52,8,33,0.36,6,39,3,3,18,0.53,0,8,0,9,0,0,0,1,4,0,1,11,0,0.142857,0,0.875,0.111111,1,22,94,0,3009,112,1,0,0,4,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE
MEDIUM,1037,0.34,4,0.42,5,24,0.35,7,29,5,4,15,0.37,0,0,0,2,0,0,1,2,7,7,2,129,2,1,0,1,0.285714,26,9,18,0,348,18,0,5,2,0,0,5,5,5,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,997,0.45,6,0.41,11,34,0.42,2,24,6,2,16,0.29,0,0,0,2,0,0,1,2,0,7,2,14,2,1,0,0,1,3,9,18,0,348,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1013,0.57,4,0.51,6,23,0.48,5,40,6,3,17,0.27,0,3,0,5,0,0,1,2,19,0,1,83,0,0,0,1,0.095238,2,1,3,1,132,6,0,16,3,0,0,16,16,16,3,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,2,TRUE,TRUE,FALSE,FALSE,FALSE
MEDIUM,914,0.66,5,0.51,10,35,0.41,6,42,7,1,18,0.47,0,13,0,15,0,0,0,2,7,0,1,17,0,0.089744,0,0.928571,0.133333,2,6,21,0,758,39,0,0,7,0,0,0,0,0,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,0,2,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,985,0.2,6,0.5,10,28,0.43,9,33,6,1,13,0.32,0,5,0,8,0,0,0,3,3,0,1,17,0,0.2,0,0.857143,0,3,6,21,0,758,39,0,0,3,0,0,0,0,0,3,0,0,0,0,0,8,0,0,8,0,0,0,0,8,1,0,2,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1005,0.41,3,0.49,6,23,0.44,4,16,7,2,18,0.41,0,0,0,72,0,12,53,72,33,0,1,1550,67,0.154327,0,0.970951,0.847222,193,30,326,3,7907,389,0,11,22,0,0,5,33,5,0,0,28,61,7,0,4,2,0,70,72,2,0,70,0,72,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1032,0.52,3,0.55,7,34,0.46,8,35,6,1,11,0.27,0,4,0,8,0,0,0,4,4,0,1,25,0,0.142857,0,0.857143,0.5,4,3,14,0,419,21,0,0,4,0,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,4,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,904,0.57,3,0.48,6,29,0.48,7,22,4,2,8,0.55,0,0,0,3,1,0,1,3,2,4,2,31,2,1,0,0.5,0.6,4,5,33,0,598,43,0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,3,2,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1041,0.4,3,0.42,8,27,0.43,4,16,7,2,17,0.38,1,2,1,40,0,14,12,38,22,0,1,1100,34,0.426743,0,0.963869,0.727273,162,3,46,0,1238,49,0,5,5,12,0,8,7,7,14,1,0,17,1,22,0,0,0,40,0,0,0,0,40,37,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1086,0.63,5,0.53,7,29,0.45,5,35,7,3,6,0.4,1,0,0,3,0,1,0,3,0,0,1,29,0,0,?,0,?,7,3,46,0,1238,49,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,0,4,3,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1090,0.48,7,0.41,6,34,0.36,9,14,3,2,9,0.31,1,6,0,6,0,0,0,0,3,0,1,19,0,0.2,0,0.8,0,0,71,469,7,12094,560,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE
MEDIUM,1058,0.35,3,0.49,10,29,0.45,5,41,6,1,7,0.41,2,39,46,157,?,43,69,118,39,?,1,3392,181,0.24011,2,0.989645,?,377,71,469,7,12094,560,0,0,22,17,0,6,6,5,32,1,1,91,4,62,0,0,2,155,0,0,0,0,157,118,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
MEDIUM,967,0.39,7,0.47,10,35,0.48,6,38,3,2,7,0.48,2,4,0,31,2,3,1,27,28,0,1,1357,1,0.278325,1,0.92619,0.75,325,36,462,9,12436,596,0,0,3,25,0,14,14,14,14,0,0,12,1,18,0,0,0,31,1,0,0,1,30,26,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1101,0.37,5,0.43,5,29,0.36,8,42,7,1,15,0.42,1,3,0,21,0,38,27,18,63,0,1,1277,60,0.4,0,0.986508,0.140845,148,15,266,0,5065,282,0,59,4,0,0,60,59,59,3,1,0,12,8,1,0,0,0,21,1,0,0,1,20,15,0,3,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1082,0.56,7,0.48,10,29,0.45,9,42,6,2,15,0.4,0,4,0,9,1,0,0,5,35,0,1,161,0,0.535714,0,0.953571,0.217391,26,8,30,1,1005,38,0,14,2,19,0,19,21,19,14,0,2,9,0,0,0,0,0,9,1,0,0,1,8,4,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,952,0.24,3,0.41,7,27,0.42,8,17,7,2,6,0.49,0,4,0,6,0,1,3,2,2,4,2,24,3,0.6,0,0.6,0.2,2,48,197,1,3877,376,0,0,0,2,0,0,0,0,2,0,0,5,0,1,0,0,0,6,0,0,0,0,6,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1018,0.75,4,0.43,3,11,0.71,7,2,5,3,10,0.17,0,6,0,10,1,6,4,4,9,0,1,80,3,0.194444,0,0.91358,0.25,14,48,197,1,3877,376,0,0,0,9,0,0,0,0,9,0,0,8,0,2,0,0,0,10,0,0,0,0,10,3,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,928,0.27,6,0.54,5,29,0.47,10,41,5,3,9,0.37,0,6,0,7,0,0,0,1,3,0,1,3,0,0.2,0,0.833333,0.142857,1,48,197,1,3877,376,1,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1084,0.61,3,0.53,7,25,0.37,2,31,4,3,17,0.23,0,6,0,7,0,0,0,1,3,0,1,2,0,0.2,0,0.666667,0.142857,1,48,197,1,3877,376,1,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1071,0.21,4,0.45,6,33,0.49,6,21,3,4,6,0.49,0,0,0,1,0,0,4,1,6,0,1,71,4,1,0,0,0,1,13,58,0,3667,65,0,6,0,0,0,6,6,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1026,0.26,6,0.49,7,24,0.47,4,24,4,2,16,0.39,0,0,0,8,0,0,1,8,3,0,1,269,1,1,0,0.857143,1,24,1,8,0,269,8,0,0,0,3,0,2,3,2,0,0,1,4,5,0,0,3,0,6,2,1,2,1,5,8,1,0,TRUE,TRUE,FALSE,FALSE,FALSE
MEDIUM,961,0.34,3,0.49,7,29,0.5,7,26,4,2,13,0.26,1,2,0,11,?,0,0,9,1,?,1,337,0,0,2,1,?,41,1,9,0,382,11,0,0,0,1,0,0,0,0,1,0,0,8,1,2,0,0,2,9,1,0,0,1,10,8,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1014,0.32,7,0.41,11,30,0.35,7,26,5,3,15,0.35,0,13,0,15,0,2,2,2,6,0,1,34,1,0.090909,0,0.928571,0.142857,2,9,58,0,1713,72,0,0,6,0,0,0,0,0,6,0,0,14,1,0,0,0,0,15,0,0,0,0,15,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1076,0.5,3,0.42,11,34,0.41,10,18,5,4,13,0.25,0,0,2,25,2,17,13,25,52,4,2,1157,31,0.25,0,0.969551,0.380952,119,12,67,1,2003,73,0,13,39,0,0,28,32,28,20,0,4,8,17,0,0,4,0,21,8,4,0,4,17,25,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1085,0.47,7,0.54,9,27,0.44,3,19,5,4,13,0.39,0,4,0,5,0,0,0,1,4,0,1,11,0,0,0,1,0.2,1,12,67,1,2003,73,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,980,0.21,6,0.48,6,35,0.43,7,31,7,4,17,0.33,0,1,1,62,0,33,22,61,69,15,2,2937,48,0.333333,0,0.980993,0.375,388,11,115,1,4599,128,0,10,43,14,2,32,34,32,35,0,2,6,52,4,0,1,0,61,8,1,0,7,54,60,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,954,0.47,5,0.55,7,28,0.37,9,30,3,1,8,0.46,0,10,0,10,0,0,0,0,5,0,1,109,0,0.111111,0,0.888889,0,0,7,32,0,1457,56,0,0,5,0,0,0,0,0,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,982,0.25,4,0.51,10,33,0.38,7,42,4,2,11,0.34,1,12,2,26,0,10,4,14,17,0,1,953,13,0.286765,0,0.941176,0.266667,97,12,46,1,2496,76,0,0,1,16,0,0,1,0,16,0,1,15,8,3,0,0,0,26,0,0,0,0,26,13,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,918,0.6,5,0.5,5,26,0.42,7,23,5,4,11,0.48,0,6,0,7,1,0,0,1,3,0,1,14,0,0.238095,0,0.777778,0.142857,1,9,30,0,710,43,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,8,0,0,0,0,8,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,918,0.59,6,0.49,9,35,0.44,8,30,7,3,8,0.5,0,0,0,10,4,5,3,10,2,22,2,98,12,0.133333,13,0.888889,1,23,40,171,0,1752,182,0,0,0,2,0,0,0,0,2,0,0,6,0,4,0,0,0,10,0,0,0,0,10,10,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,953,0.74,7,0.42,2,12,0.78,8,4,4,4,6,0.18,1,0,0,11,1,0,0,11,2,6,2,70,0,0.622222,0,0.7,1,19,40,171,0,1752,182,0,0,0,2,0,0,0,0,2,0,0,11,0,0,0,0,0,11,3,0,0,3,8,10,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,998,0.58,5,0.44,10,24,0.5,5,34,6,3,12,0.23,2,3,0,45,2,28,9,42,37,516,4,1033,38,0.252439,0,0.935065,0.806452,196,45,839,12,16067,1014,0,4,0,33,0,0,3,0,34,0,3,27,3,14,1,0,0,45,0,0,0,0,45,41,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,973,0.33,3,0.48,7,28,0.37,5,21,6,1,18,0.37,0,0,0,7,1,1,3,7,3,25,2,65,7,0.952381,1,0.5,0.833333,13,40,171,0,1752,182,0,1,0,2,0,0,2,0,1,0,2,5,0,2,0,0,0,7,0,0,0,0,7,7,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1100,0.58,6,0.49,7,23,0.35,7,40,6,2,18,0.49,2,38,2,139,0,9,17,101,28,0,1,2435,70,0.308466,2,0.975845,0.669565,436,45,839,12,16067,1014,0,0,0,28,0,0,0,0,28,0,0,115,3,21,0,0,0,139,2,0,0,2,137,97,0,4,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,926,0.71,4,0.49,3,17,0.85,4,5,3,2,14,0.12,0,1,17,11,0,0,18,10,5,0,1,239,18,0.345455,9,0.8,0.6,32,40,171,0,1752,182,0,5,0,0,0,0,0,0,5,0,0,11,0,1,0,0,0,12,4,0,0,4,8,10,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,1069,0.75,5,0.5,2,9,0.86,10,3,7,3,17,0.16,0,0,0,2,1,0,0,2,2,0,1,19,0,1,0,0.5,1,3,40,171,0,1752,182,0,0,0,0,2,0,0,0,2,0,0,2,0,0,1,0,0,3,0,0,0,0,3,2,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,984,0.26,9,0.47,7,62,0.07,9,208,5,1,10,0.68,0,0,0,1,1,0,0,1,0,10,2,5,0,1,1,0,1,1,40,171,0,1752,182,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,979,0.31,7,0.48,6,29,0.43,8,38,5,3,11,0.38,0,0,0,4,0,0,1,4,0,15,4,18,4,1,0,0,1,4,8,100,1,2639,109,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,4,TRUE,TRUE,FALSE,FALSE,FALSE
MEDIUM,968,0.28,4,0.43,11,31,0.42,8,18,4,1,16,0.3,0,17,0,18,0,0,0,1,9,0,1,43,0,0.058824,0,0.947712,0.055556,1,4,39,0,2335,117,0,0,0,9,0,0,0,0,9,0,0,18,0,0,0,0,0,18,0,0,0,0,18,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1068,0.34,5,0.41,9,29,0.37,10,29,5,4,15,0.44,1,2,0,7,2,0,2,5,2,11,2,68,4,1,0,0.666667,0.6,6,9,50,0,1207,69,0,0,1,0,1,1,1,1,1,0,0,5,0,0,2,0,0,7,0,0,0,0,7,2,0,3,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,920,0.73,7,0.54,1,15,0.88,10,9,4,1,9,0.17,0,0,0,6,1,0,0,6,3,14,3,50,0,1,1,0.6,1,13,8,100,1,2639,109,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,6,0,0,0,0,6,1,0,5,TRUE,TRUE,FALSE,FALSE,FALSE
NON-SEVERE,921,0.39,3,0.43,10,35,0.41,3,21,3,4,16,0.33,1,0,2,29,0,106,25,29,4,0,1,1371,51,1,0,0.723214,1,328,8,100,1,2639,109,0,0,1,0,3,0,0,0,4,0,0,4,25,0,0,0,0,29,6,0,0,6,23,27,0,2,TRUE,TRUE,FALSE,FALSE,FALSE
NON-SEVERE,909,0.08,16,0.49,8,47,0.04,3,137,5,2,13,0.63,0,0,0,10,0,96,1,10,3,0,1,243,1,1,0,0.481481,1,47,8,100,1,2639,109,0,0,0,0,3,0,0,0,3,0,0,2,8,0,0,0,0,10,0,0,0,0,10,9,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
NON-SEVERE,1041,0.58,4,0.43,8,22,0.35,3,29,5,4,15,0.47,0,0,0,2,0,0,1,2,1,0,2,14,1,1,0,1,0.666667,2,8,100,1,2639,109,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,2,TRUE,TRUE,FALSE,FALSE,FALSE
NON-SEVERE,1038,0.71,3,0.46,4,10,0.69,10,4,3,3,12,0.16,0,0,2,2,0,0,1,2,8,0,2,76,1,1,0,1,0.2,2,32,46,0,1690,48,0,8,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,2,TRUE,TRUE,FALSE,FALSE,FALSE
NON-SEVERE,1009,0.72,3,0.43,0,18,0.84,6,2,6,2,7,0.12,0,0,0,2,0,0,0,2,0,11,2,15,0,0,0,0,1,2,2,5,0,44,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,2,1,0,TRUE,TRUE,FALSE,FALSE,FALSE
NON-SEVERE,1090,0.42,7,0.46,11,32,0.37,6,20,3,3,9,0.52,0,0,0,3,0,0,2,3,0,7,2,29,2,0,0,0,1,4,2,5,0,44,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,TRUE,TRUE,FALSE,FALSE,FALSE
NON-SEVERE,1087,0.29,16,0.5,7,39,0.02,6,144,4,4,13,0.66,0,39,0,40,0,15,3,1,20,0,1,330,3,0.087179,0,0.971795,0.025,1,5,27,0,1293,138,0,0,20,0,0,0,1,0,19,0,1,41,0,0,0,0,0,41,0,0,0,0,41,1,1,0,TRUE,TRUE,FALSE,FALSE,FALSE
NON-SEVERE,1083,0.72,4,0.52,2,20,0.85,3,4,5,1,8,0.2,0,18,0,25,1,5,4,7,9,10,2,37,3,0.243333,0,0.898148,0.28,7,5,27,0,1293,138,0,0,9,0,0,0,0,0,9,0,0,26,0,0,0,0,0,26,0,0,0,0,26,7,1,0,TRUE,TRUE,FALSE,FALSE,FALSE
NON-SEVERE,1031,0.25,19,0.46,7,55,0.04,10,213,7,1,10,0.62,0,0,0,3,0,1,2,3,0,72,5,88,3,1,0,0,1,10,3,28,0,619,34,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1,0,0,1,2,2,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,905,0.74,7,0.44,3,16,0.76,5,7,6,3,17,0.12,1,6,0,30,0,0,1,24,11,0,1,390,1,0.261084,0,0.937304,0.8,42,3,28,0,619,34,0,0,0,11,0,5,5,5,6,0,0,30,0,0,0,0,0,30,0,0,0,0,30,23,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,1080,0.15,17,0.42,11,62,0.1,3,161,4,4,13,0.58,0,0,0,1,0,0,1,1,0,75,4,13,1,1,0,0,1,1,3,28,0,619,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,1039,0.28,21,0.52,5,54,0.04,2,39,3,2,8,0.61,2,9,3,47,0,19,11,38,48,0,1,1264,30,0.49359,0,0.949275,0.709677,213,40,277,5,7963,322,0,1,13,34,0,24,19,19,24,5,0,31,7,9,1,7,0,41,2,2,5,0,41,38,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,929,0.25,4,0.44,10,28,0.47,8,29,7,1,8,0.47,0,0,0,2,0,0,0,2,0,0,1,44,0,0,0,0,1,3,9,50,0,1207,69,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,2,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,988,0.71,5,0.46,2,6,0.87,10,7,4,3,14,0.2,3,9,6,50,0,0,10,41,96,0,1,3405,26,0.272895,0,0.980867,0.395349,256,40,277,5,7963,322,0,19,15,62,0,55,47,47,41,8,0,25,3,21,2,5,0,46,7,2,3,5,41,41,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,915,0.69,5,0.53,3,17,0.82,4,10,4,2,6,0.13,1,0,0,18,0,61,9,18,2,0,1,1097,36,0.269231,0,0.882353,1,286,40,277,5,7963,322,0,0,2,0,0,2,0,0,0,2,0,2,5,12,0,0,0,19,0,0,0,0,19,18,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1070,0.2,4,0.45,10,22,0.45,4,14,6,3,6,0.27,1,4,0,7,1,0,0,3,2,0,1,35,0,0.4,0,0.75,0.428571,3,3,23,0,419,27,0,0,2,0,0,0,0,0,2,0,0,7,0,0,0,0,0,7,0,0,0,0,7,1,0,2,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,993,0.72,4,0.51,2,9,0.86,10,7,6,4,9,0.15,2,7,0,11,1,0,0,4,6,0,1,64,0,0.361111,0,0.8,0.3,4,40,277,5,7963,322,1,0,0,6,0,0,0,0,6,0,0,10,0,0,1,0,0,11,0,0,0,0,11,2,0,2,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,941,0.05,7,0.48,6,44,0.11,8,96,5,3,9,0.6,0,0,10,4,0,0,10,4,0,0,1,196,11,0,0,0,1,8,30,106,4,993,111,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,4,0,0,4,0,4,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,1011,0.71,7,0.55,1,7,0.82,8,5,4,2,7,0.11,0,0,0,2,0,0,1,2,3,0,1,26,2,1,0,0.5,1,2,30,106,4,993,111,1,0,0,0,3,0,0,0,3,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1040,0.56,4,0.44,5,23,0.43,4,29,7,1,12,0.39,2,2,0,5,0,1,1,3,2,0,1,15,1,0.2,0,0.75,0.6,4,4,12,0,87,17,0,0,0,0,2,0,0,0,2,0,0,5,0,0,0,0,0,5,0,0,0,0,5,3,0,0,TRUE,TRUE,FALSE,FALSE,FALSE
NON-SEVERE,1096,0.33,6,0.44,10,33,0.44,6,40,3,4,9,0.37,0,4,0,11,1,0,0,7,4,0,1,67,0,0.418182,0,0.8,0.636364,7,30,106,4,993,111,0,0,0,0,4,0,0,0,4,0,0,11,0,0,1,0,0,12,0,0,0,0,12,7,1,0,TRUE,TRUE,FALSE,FALSE,FALSE
