smell,type,value,head,fea_num,features,approach
Shotgun Surgery,agreement,0.39436619718309857,complexity,9,"{'Avg-commit-size': 292, 'is_test': 282, 'persistance': 216, 'TCC_type': 167, 'avg.dev.scattering': 153, 'MPC': 96, 'LOCNAMM_type': 86, 'number_standard_design_methods': 74, 'NOCS_package': 74, 'CBO': 73, 'number_constructor_NotDefaultConstructor_methods': 73, 'number_constructor_DefaultConstructor_methods': 67, 'CFNAMM_type': 60, 'number_abstract_methods': 50, 'WOC_type': 48, 'num_static_attributes': 43, 'NOPA_type': 43, 'number-committors': 39, 'number_private_visibility_methods': 38, 'NOI_package': 37, 'Readability': 36, 'NOC_type': 35, 'number_final_static_methods': 33, 'LOC_package': 32, 'number_package_visibility_attributes': 31, 'NOAM_type': 29, 'WMC': 28, 'WMCNAMM_type': 26, 'C3': 26, 'number_not_final_not_static_methods': 22, 'number_static_methods': 22, 'number_not_abstract_not_final_methods': 21, 'FANOUT_type': 21, 'LOC': 19, 'num_not_final_not_static_attributes': 19, 'LCOM5_type': 19, 'num_final_static_attributes': 18, 'NOMNAMM_package': 17, 'number_not_final_static_methods': 17, 'number_protected_visibility_methods': 15, 'number_package_visibility_methods': 15, 'number_final_methods': 15, 'NOMNAMM_type': 14, 'isStatic_type': 13, 'RFC': 12, 'NOM_package': 12, 'number_public_visibility_methods': 12, 'num_final_attributes': 11, 'number_final_not_static_methods': 11, 'number_protected_visibility_attributes': 10, 'num_final_not_static_attributes': 10, 'num_static_not_final_attributes': 6, 'number_private_visibility_attributes': 5, 'NIM_type': 3, 'NOCS_type': 3, 'is_util': 2, 'NOM_type': 2, 'NMO_type': 1, 'NOII_type': 1}",AS_Reductive
Shotgun Surgery,agreement,0.125,production,9,"{'Avg-commit-size': 292, 'is_test': 282, 'persistance': 216, 'TCC_type': 167, 'avg.dev.scattering': 153, 'MPC': 96, 'LOCNAMM_type': 86, 'number_standard_design_methods': 74, 'NOCS_package': 74, 'CBO': 73, 'number_constructor_NotDefaultConstructor_methods': 73, 'number_constructor_DefaultConstructor_methods': 67, 'CFNAMM_type': 60, 'number_abstract_methods': 50, 'WOC_type': 48, 'num_static_attributes': 43, 'NOPA_type': 43, 'number-committors': 39, 'number_private_visibility_methods': 38, 'NOI_package': 37, 'Readability': 36, 'NOC_type': 35, 'number_final_static_methods': 33, 'LOC_package': 32, 'number_package_visibility_attributes': 31, 'NOAM_type': 29, 'WMC': 28, 'WMCNAMM_type': 26, 'C3': 26, 'number_not_final_not_static_methods': 22, 'number_static_methods': 22, 'number_not_abstract_not_final_methods': 21, 'FANOUT_type': 21, 'LOC': 19, 'num_not_final_not_static_attributes': 19, 'LCOM5_type': 19, 'num_final_static_attributes': 18, 'NOMNAMM_package': 17, 'number_not_final_static_methods': 17, 'number_protected_visibility_methods': 15, 'number_package_visibility_methods': 15, 'number_final_methods': 15, 'NOMNAMM_type': 14, 'isStatic_type': 13, 'RFC': 12, 'NOM_package': 12, 'number_public_visibility_methods': 12, 'num_final_attributes': 11, 'number_final_not_static_methods': 11, 'number_protected_visibility_attributes': 10, 'num_final_not_static_attributes': 10, 'num_static_not_final_attributes': 6, 'number_private_visibility_attributes': 5, 'NIM_type': 3, 'NOCS_type': 3, 'is_util': 2, 'NOM_type': 2, 'NMO_type': 1, 'NOII_type': 1}",AS_Reductive
Shotgun Surgery,agreement,1.0,testing,9,"{'Avg-commit-size': 292, 'is_test': 282, 'persistance': 216, 'TCC_type': 167, 'avg.dev.scattering': 153, 'MPC': 96, 'LOCNAMM_type': 86, 'number_standard_design_methods': 74, 'NOCS_package': 74, 'CBO': 73, 'number_constructor_NotDefaultConstructor_methods': 73, 'number_constructor_DefaultConstructor_methods': 67, 'CFNAMM_type': 60, 'number_abstract_methods': 50, 'WOC_type': 48, 'num_static_attributes': 43, 'NOPA_type': 43, 'number-committors': 39, 'number_private_visibility_methods': 38, 'NOI_package': 37, 'Readability': 36, 'NOC_type': 35, 'number_final_static_methods': 33, 'LOC_package': 32, 'number_package_visibility_attributes': 31, 'NOAM_type': 29, 'WMC': 28, 'WMCNAMM_type': 26, 'C3': 26, 'number_not_final_not_static_methods': 22, 'number_static_methods': 22, 'number_not_abstract_not_final_methods': 21, 'FANOUT_type': 21, 'LOC': 19, 'num_not_final_not_static_attributes': 19, 'LCOM5_type': 19, 'num_final_static_attributes': 18, 'NOMNAMM_package': 17, 'number_not_final_static_methods': 17, 'number_protected_visibility_methods': 15, 'number_package_visibility_methods': 15, 'number_final_methods': 15, 'NOMNAMM_type': 14, 'isStatic_type': 13, 'RFC': 12, 'NOM_package': 12, 'number_public_visibility_methods': 12, 'num_final_attributes': 11, 'number_final_not_static_methods': 11, 'number_protected_visibility_attributes': 10, 'num_final_not_static_attributes': 10, 'num_static_not_final_attributes': 6, 'number_private_visibility_attributes': 5, 'NIM_type': 3, 'NOCS_type': 3, 'is_util': 2, 'NOM_type': 2, 'NMO_type': 1, 'NOII_type': 1}",AS_Reductive
Complex Class,agreement,0.7835616438356164,all,9,"{'CBO': 291, 'RFC': 291, 'NOAM_type': 288, 'WMC': 280, 'WOC_type': 254, 'number_private_visibility_attributes': 234, 'NIM_type': 198, 'TCC_type': 196, 'NOCS_package': 151, 'number_constructor_NotDefaultConstructor_methods': 71, 'LCOM5_type': 49, 'is_test': 36, 'NOI_package': 31, 'MPC': 28, 'LOC': 23, 'is_procedural': 22, 'number_protected_visibility_attributes': 16, 'number_final_not_static_methods': 15, 'NOPA_type': 14, 'number_protected_visibility_methods': 12, 'number-fixes': 12, 'number_package_visibility_attributes': 11, 'Avg-commit-size': 11, 'NOC_type': 10, 'number-committors': 10, 'NMO_type': 8, 'persistance': 6, 'number_final_static_methods': 6, 'NOCS_type': 6, 'num_static_not_final_attributes': 6, 'number_constructor_DefaultConstructor_methods': 5, 'number_private_visibility_methods': 5, 'number_package_visibility_methods': 4, 'is_controller': 4, 'num_final_not_static_attributes': 4, 'is_util': 3, 'NOII_type': 2, 'number_abstract_methods': 2, 'number_not_final_static_methods': 2, 'isStatic_type': 2}",AS_Reductive
Complex Class,entropy,2.512460153804033,all,9,"{'CBO': 291, 'RFC': 291, 'NOAM_type': 288, 'WMC': 280, 'WOC_type': 254, 'number_private_visibility_attributes': 234, 'NIM_type': 198, 'TCC_type': 196, 'NOCS_package': 151, 'number_constructor_NotDefaultConstructor_methods': 71, 'LCOM5_type': 49, 'is_test': 36, 'NOI_package': 31, 'MPC': 28, 'LOC': 23, 'is_procedural': 22, 'number_protected_visibility_attributes': 16, 'number_final_not_static_methods': 15, 'NOPA_type': 14, 'number_protected_visibility_methods': 12, 'number-fixes': 12, 'number_package_visibility_attributes': 11, 'Avg-commit-size': 11, 'NOC_type': 10, 'number-committors': 10, 'NMO_type': 8, 'persistance': 6, 'number_final_static_methods': 6, 'NOCS_type': 6, 'num_static_not_final_attributes': 6, 'number_constructor_DefaultConstructor_methods': 5, 'number_private_visibility_methods': 5, 'number_package_visibility_methods': 4, 'is_controller': 4, 'num_final_not_static_attributes': 4, 'is_util': 3, 'NOII_type': 2, 'number_abstract_methods': 2, 'number_not_final_static_methods': 2, 'isStatic_type': 2}",AS_Reductive
Complex Class,agreement,1.0,coupling,9,"{'CBO': 291, 'RFC': 291, 'NOAM_type': 288, 'WMC': 280, 'WOC_type': 254, 'number_private_visibility_attributes': 234, 'NIM_type': 198, 'TCC_type': 196, 'NOCS_package': 151, 'number_constructor_NotDefaultConstructor_methods': 71, 'LCOM5_type': 49, 'is_test': 36, 'NOI_package': 31, 'MPC': 28, 'LOC': 23, 'is_procedural': 22, 'number_protected_visibility_attributes': 16, 'number_final_not_static_methods': 15, 'NOPA_type': 14, 'number_protected_visibility_methods': 12, 'number-fixes': 12, 'number_package_visibility_attributes': 11, 'Avg-commit-size': 11, 'NOC_type': 10, 'number-committors': 10, 'NMO_type': 8, 'persistance': 6, 'number_final_static_methods': 6, 'NOCS_type': 6, 'num_static_not_final_attributes': 6, 'number_constructor_DefaultConstructor_methods': 5, 'number_private_visibility_methods': 5, 'number_package_visibility_methods': 4, 'is_controller': 4, 'num_final_not_static_attributes': 4, 'is_util': 3, 'NOII_type': 2, 'number_abstract_methods': 2, 'number_not_final_static_methods': 2, 'isStatic_type': 2}",AS_Reductive
Complex Class,agreement,0.07142857142857142,changehistory,9,"{'CBO': 291, 'RFC': 291, 'NOAM_type': 288, 'WMC': 280, 'WOC_type': 254, 'number_private_visibility_attributes': 234, 'NIM_type': 198, 'TCC_type': 196, 'NOCS_package': 151, 'number_constructor_NotDefaultConstructor_methods': 71, 'LCOM5_type': 49, 'is_test': 36, 'NOI_package': 31, 'MPC': 28, 'LOC': 23, 'is_procedural': 22, 'number_protected_visibility_attributes': 16, 'number_final_not_static_methods': 15, 'NOPA_type': 14, 'number_protected_visibility_methods': 12, 'number-fixes': 12, 'number_package_visibility_attributes': 11, 'Avg-commit-size': 11, 'NOC_type': 10, 'number-committors': 10, 'NMO_type': 8, 'persistance': 6, 'number_final_static_methods': 6, 'NOCS_type': 6, 'num_static_not_final_attributes': 6, 'number_constructor_DefaultConstructor_methods': 5, 'number_private_visibility_methods': 5, 'number_package_visibility_methods': 4, 'is_controller': 4, 'num_final_not_static_attributes': 4, 'is_util': 3, 'NOII_type': 2, 'number_abstract_methods': 2, 'number_not_final_static_methods': 2, 'isStatic_type': 2}",AS_Reductive
Complex Class,agreement,1.0,cohesion,9,"{'CBO': 291, 'RFC': 291, 'NOAM_type': 288, 'WMC': 280, 'WOC_type': 254, 'number_private_visibility_attributes': 234, 'NIM_type': 198, 'TCC_type': 196, 'NOCS_package': 151, 'number_constructor_NotDefaultConstructor_methods': 71, 'LCOM5_type': 49, 'is_test': 36, 'NOI_package': 31, 'MPC': 28, 'LOC': 23, 'is_procedural': 22, 'number_protected_visibility_attributes': 16, 'number_final_not_static_methods': 15, 'NOPA_type': 14, 'number_protected_visibility_methods': 12, 'number-fixes': 12, 'number_package_visibility_attributes': 11, 'Avg-commit-size': 11, 'NOC_type': 10, 'number-committors': 10, 'NMO_type': 8, 'persistance': 6, 'number_final_static_methods': 6, 'NOCS_type': 6, 'num_static_not_final_attributes': 6, 'number_constructor_DefaultConstructor_methods': 5, 'number_private_visibility_methods': 5, 'number_package_visibility_methods': 4, 'is_controller': 4, 'num_final_not_static_attributes': 4, 'is_util': 3, 'NOII_type': 2, 'number_abstract_methods': 2, 'number_not_final_static_methods': 2, 'isStatic_type': 2}",AS_Reductive
Complex Class,agreement,1.0,size,9,"{'CBO': 291, 'RFC': 291, 'NOAM_type': 288, 'WMC': 280, 'WOC_type': 254, 'number_private_visibility_attributes': 234, 'NIM_type': 198, 'TCC_type': 196, 'NOCS_package': 151, 'number_constructor_NotDefaultConstructor_methods': 71, 'LCOM5_type': 49, 'is_test': 36, 'NOI_package': 31, 'MPC': 28, 'LOC': 23, 'is_procedural': 22, 'number_protected_visibility_attributes': 16, 'number_final_not_static_methods': 15, 'NOPA_type': 14, 'number_protected_visibility_methods': 12, 'number-fixes': 12, 'number_package_visibility_attributes': 11, 'Avg-commit-size': 11, 'NOC_type': 10, 'number-committors': 10, 'NMO_type': 8, 'persistance': 6, 'number_final_static_methods': 6, 'NOCS_type': 6, 'num_static_not_final_attributes': 6, 'number_constructor_DefaultConstructor_methods': 5, 'number_private_visibility_methods': 5, 'number_package_visibility_methods': 4, 'is_controller': 4, 'num_final_not_static_attributes': 4, 'is_util': 3, 'NOII_type': 2, 'number_abstract_methods': 2, 'number_not_final_static_methods': 2, 'isStatic_type': 2}",AS_Reductive
Complex Class,agreement,1.0,complexity,9,"{'CBO': 291, 'RFC': 291, 'NOAM_type': 288, 'WMC': 280, 'WOC_type': 254, 'number_private_visibility_attributes': 234, 'NIM_type': 198, 'TCC_type': 196, 'NOCS_package': 151, 'number_constructor_NotDefaultConstructor_methods': 71, 'LCOM5_type': 49, 'is_test': 36, 'NOI_package': 31, 'MPC': 28, 'LOC': 23, 'is_procedural': 22, 'number_protected_visibility_attributes': 16, 'number_final_not_static_methods': 15, 'NOPA_type': 14, 'number_protected_visibility_methods': 12, 'number-fixes': 12, 'number_package_visibility_attributes': 11, 'Avg-commit-size': 11, 'NOC_type': 10, 'number-committors': 10, 'NMO_type': 8, 'persistance': 6, 'number_final_static_methods': 6, 'NOCS_type': 6, 'num_static_not_final_attributes': 6, 'number_constructor_DefaultConstructor_methods': 5, 'number_private_visibility_methods': 5, 'number_package_visibility_methods': 4, 'is_controller': 4, 'num_final_not_static_attributes': 4, 'is_util': 3, 'NOII_type': 2, 'number_abstract_methods': 2, 'number_not_final_static_methods': 2, 'isStatic_type': 2}",AS_Reductive
Complex Class,agreement,0.35294117647058826,production,9,"{'CBO': 291, 'RFC': 291, 'NOAM_type': 288, 'WMC': 280, 'WOC_type': 254, 'number_private_visibility_attributes': 234, 'NIM_type': 198, 'TCC_type': 196, 'NOCS_package': 151, 'number_constructor_NotDefaultConstructor_methods': 71, 'LCOM5_type': 49, 'is_test': 36, 'NOI_package': 31, 'MPC': 28, 'LOC': 23, 'is_procedural': 22, 'number_protected_visibility_attributes': 16, 'number_final_not_static_methods': 15, 'NOPA_type': 14, 'number_protected_visibility_methods': 12, 'number-fixes': 12, 'number_package_visibility_attributes': 11, 'Avg-commit-size': 11, 'NOC_type': 10, 'number-committors': 10, 'NMO_type': 8, 'persistance': 6, 'number_final_static_methods': 6, 'NOCS_type': 6, 'num_static_not_final_attributes': 6, 'number_constructor_DefaultConstructor_methods': 5, 'number_private_visibility_methods': 5, 'number_package_visibility_methods': 4, 'is_controller': 4, 'num_final_not_static_attributes': 4, 'is_util': 3, 'NOII_type': 2, 'number_abstract_methods': 2, 'number_not_final_static_methods': 2, 'isStatic_type': 2}",AS_Reductive
Complex Class,agreement,0.4,testing,9,"{'CBO': 291, 'RFC': 291, 'NOAM_type': 288, 'WMC': 280, 'WOC_type': 254, 'number_private_visibility_attributes': 234, 'NIM_type': 198, 'TCC_type': 196, 'NOCS_package': 151, 'number_constructor_NotDefaultConstructor_methods': 71, 'LCOM5_type': 49, 'is_test': 36, 'NOI_package': 31, 'MPC': 28, 'LOC': 23, 'is_procedural': 22, 'number_protected_visibility_attributes': 16, 'number_final_not_static_methods': 15, 'NOPA_type': 14, 'number_protected_visibility_methods': 12, 'number-fixes': 12, 'number_package_visibility_attributes': 11, 'Avg-commit-size': 11, 'NOC_type': 10, 'number-committors': 10, 'NMO_type': 8, 'persistance': 6, 'number_final_static_methods': 6, 'NOCS_type': 6, 'num_static_not_final_attributes': 6, 'number_constructor_DefaultConstructor_methods': 5, 'number_private_visibility_methods': 5, 'number_package_visibility_methods': 4, 'is_controller': 4, 'num_final_not_static_attributes': 4, 'is_util': 3, 'NOII_type': 2, 'number_abstract_methods': 2, 'number_not_final_static_methods': 2, 'isStatic_type': 2}",AS_Reductive
Spaghetti Code,agreement,0.7422680412371134,all,9,"{'C3': 231, 'NOM_package': 167, 'number_constructor_DefaultConstructor_methods': 129, 'NOCS_package': 127, 'NOC_type': 115, 'number_final_methods': 97, 'LOC': 74, 'number_final_not_static_methods': 64, 'number_protected_visibility_attributes': 61, 'number_private_visibility_methods': 59, 'MPC': 56, 'number_abstract_methods': 54, 'number_package_visibility_methods': 53, 'number_constructor_NotDefaultConstructor_methods': 48, 'number_private_visibility_attributes': 48, 'number_final_static_methods': 46, 'number_package_visibility_attributes': 46, 'number-committors': 46, 'CFNAMM_type': 42, 'avg.dev.scattering': 42, 'LCOM5_type': 37, 'num_static_not_final_attributes': 36, 'WMC': 35, 'NOI_package': 35, 'RFC': 34, 'CBO': 33, 'DIT_type': 33, 'is_controller': 31, 'WOC_type': 30, 'num_not_final_not_static_attributes': 29, 'number_protected_visibility_methods': 29, 'Avg-commit-size': 27, 'NOPA_type': 27, 'number-changes': 25, 'isStatic_type': 24, 'TCC_type': 23, 'num_final_not_static_attributes': 22, 'number_not_final_not_static_methods': 21, 'WMCNAMM_type': 20, 'persistance': 16, 'num_final_static_attributes': 11, 'NOAM_type': 10, 'NOII_type': 9, 'NOCS_type': 9, 'is_test': 9, 'NIM_type': 8, 'ATFD_type': 5, 'NMO_type': 5, 'is_util': 2, 'is_external': 1}",orig
Spaghetti Code,entropy,2.7822002374062302,all,9,"{'C3': 231, 'NOM_package': 167, 'number_constructor_DefaultConstructor_methods': 129, 'NOCS_package': 127, 'NOC_type': 115, 'number_final_methods': 97, 'LOC': 74, 'number_final_not_static_methods': 64, 'number_protected_visibility_attributes': 61, 'number_private_visibility_methods': 59, 'MPC': 56, 'number_abstract_methods': 54, 'number_package_visibility_methods': 53, 'number_constructor_NotDefaultConstructor_methods': 48, 'number_private_visibility_attributes': 48, 'number_final_static_methods': 46, 'number_package_visibility_attributes': 46, 'number-committors': 46, 'CFNAMM_type': 42, 'avg.dev.scattering': 42, 'LCOM5_type': 37, 'num_static_not_final_attributes': 36, 'WMC': 35, 'NOI_package': 35, 'RFC': 34, 'CBO': 33, 'DIT_type': 33, 'is_controller': 31, 'WOC_type': 30, 'num_not_final_not_static_attributes': 29, 'number_protected_visibility_methods': 29, 'Avg-commit-size': 27, 'NOPA_type': 27, 'number-changes': 25, 'isStatic_type': 24, 'TCC_type': 23, 'num_final_not_static_attributes': 22, 'number_not_final_not_static_methods': 21, 'WMCNAMM_type': 20, 'persistance': 16, 'num_final_static_attributes': 11, 'NOAM_type': 10, 'NOII_type': 9, 'NOCS_type': 9, 'is_test': 9, 'NIM_type': 8, 'ATFD_type': 5, 'NMO_type': 5, 'is_util': 2, 'is_external': 1}",orig
Spaghetti Code,agreement,0.6666666666666666,coupling,9,"{'C3': 231, 'NOM_package': 167, 'number_constructor_DefaultConstructor_methods': 129, 'NOCS_package': 127, 'NOC_type': 115, 'number_final_methods': 97, 'LOC': 74, 'number_final_not_static_methods': 64, 'number_protected_visibility_attributes': 61, 'number_private_visibility_methods': 59, 'MPC': 56, 'number_abstract_methods': 54, 'number_package_visibility_methods': 53, 'number_constructor_NotDefaultConstructor_methods': 48, 'number_private_visibility_attributes': 48, 'number_final_static_methods': 46, 'number_package_visibility_attributes': 46, 'number-committors': 46, 'CFNAMM_type': 42, 'avg.dev.scattering': 42, 'LCOM5_type': 37, 'num_static_not_final_attributes': 36, 'WMC': 35, 'NOI_package': 35, 'RFC': 34, 'CBO': 33, 'DIT_type': 33, 'is_controller': 31, 'WOC_type': 30, 'num_not_final_not_static_attributes': 29, 'number_protected_visibility_methods': 29, 'Avg-commit-size': 27, 'NOPA_type': 27, 'number-changes': 25, 'isStatic_type': 24, 'TCC_type': 23, 'num_final_not_static_attributes': 22, 'number_not_final_not_static_methods': 21, 'WMCNAMM_type': 20, 'persistance': 16, 'num_final_static_attributes': 11, 'NOAM_type': 10, 'NOII_type': 9, 'NOCS_type': 9, 'is_test': 9, 'NIM_type': 8, 'ATFD_type': 5, 'NMO_type': 5, 'is_util': 2, 'is_external': 1}",orig
Spaghetti Code,agreement,1.0,changehistory,9,"{'C3': 231, 'NOM_package': 167, 'number_constructor_DefaultConstructor_methods': 129, 'NOCS_package': 127, 'NOC_type': 115, 'number_final_methods': 97, 'LOC': 74, 'number_final_not_static_methods': 64, 'number_protected_visibility_attributes': 61, 'number_private_visibility_methods': 59, 'MPC': 56, 'number_abstract_methods': 54, 'number_package_visibility_methods': 53, 'number_constructor_NotDefaultConstructor_methods': 48, 'number_private_visibility_attributes': 48, 'number_final_static_methods': 46, 'number_package_visibility_attributes': 46, 'number-committors': 46, 'CFNAMM_type': 42, 'avg.dev.scattering': 42, 'LCOM5_type': 37, 'num_static_not_final_attributes': 36, 'WMC': 35, 'NOI_package': 35, 'RFC': 34, 'CBO': 33, 'DIT_type': 33, 'is_controller': 31, 'WOC_type': 30, 'num_not_final_not_static_attributes': 29, 'number_protected_visibility_methods': 29, 'Avg-commit-size': 27, 'NOPA_type': 27, 'number-changes': 25, 'isStatic_type': 24, 'TCC_type': 23, 'num_final_not_static_attributes': 22, 'number_not_final_not_static_methods': 21, 'WMCNAMM_type': 20, 'persistance': 16, 'num_final_static_attributes': 11, 'NOAM_type': 10, 'NOII_type': 9, 'NOCS_type': 9, 'is_test': 9, 'NIM_type': 8, 'ATFD_type': 5, 'NMO_type': 5, 'is_util': 2, 'is_external': 1}",orig
Spaghetti Code,agreement,1.0,cohesion,9,"{'C3': 231, 'NOM_package': 167, 'number_constructor_DefaultConstructor_methods': 129, 'NOCS_package': 127, 'NOC_type': 115, 'number_final_methods': 97, 'LOC': 74, 'number_final_not_static_methods': 64, 'number_protected_visibility_attributes': 61, 'number_private_visibility_methods': 59, 'MPC': 56, 'number_abstract_methods': 54, 'number_package_visibility_methods': 53, 'number_constructor_NotDefaultConstructor_methods': 48, 'number_private_visibility_attributes': 48, 'number_final_static_methods': 46, 'number_package_visibility_attributes': 46, 'number-committors': 46, 'CFNAMM_type': 42, 'avg.dev.scattering': 42, 'LCOM5_type': 37, 'num_static_not_final_attributes': 36, 'WMC': 35, 'NOI_package': 35, 'RFC': 34, 'CBO': 33, 'DIT_type': 33, 'is_controller': 31, 'WOC_type': 30, 'num_not_final_not_static_attributes': 29, 'number_protected_visibility_methods': 29, 'Avg-commit-size': 27, 'NOPA_type': 27, 'number-changes': 25, 'isStatic_type': 24, 'TCC_type': 23, 'num_final_not_static_attributes': 22, 'number_not_final_not_static_methods': 21, 'WMCNAMM_type': 20, 'persistance': 16, 'num_final_static_attributes': 11, 'NOAM_type': 10, 'NOII_type': 9, 'NOCS_type': 9, 'is_test': 9, 'NIM_type': 8, 'ATFD_type': 5, 'NMO_type': 5, 'is_util': 2, 'is_external': 1}",orig
Spaghetti Code,agreement,1.0,size,9,"{'C3': 231, 'NOM_package': 167, 'number_constructor_DefaultConstructor_methods': 129, 'NOCS_package': 127, 'NOC_type': 115, 'number_final_methods': 97, 'LOC': 74, 'number_final_not_static_methods': 64, 'number_protected_visibility_attributes': 61, 'number_private_visibility_methods': 59, 'MPC': 56, 'number_abstract_methods': 54, 'number_package_visibility_methods': 53, 'number_constructor_NotDefaultConstructor_methods': 48, 'number_private_visibility_attributes': 48, 'number_final_static_methods': 46, 'number_package_visibility_attributes': 46, 'number-committors': 46, 'CFNAMM_type': 42, 'avg.dev.scattering': 42, 'LCOM5_type': 37, 'num_static_not_final_attributes': 36, 'WMC': 35, 'NOI_package': 35, 'RFC': 34, 'CBO': 33, 'DIT_type': 33, 'is_controller': 31, 'WOC_type': 30, 'num_not_final_not_static_attributes': 29, 'number_protected_visibility_methods': 29, 'Avg-commit-size': 27, 'NOPA_type': 27, 'number-changes': 25, 'isStatic_type': 24, 'TCC_type': 23, 'num_final_not_static_attributes': 22, 'number_not_final_not_static_methods': 21, 'WMCNAMM_type': 20, 'persistance': 16, 'num_final_static_attributes': 11, 'NOAM_type': 10, 'NOII_type': 9, 'NOCS_type': 9, 'is_test': 9, 'NIM_type': 8, 'ATFD_type': 5, 'NMO_type': 5, 'is_util': 2, 'is_external': 1}",orig
Spaghetti Code,agreement,0.4152542372881356,complexity,9,"{'C3': 231, 'NOM_package': 167, 'number_constructor_DefaultConstructor_methods': 129, 'NOCS_package': 127, 'NOC_type': 115, 'number_final_methods': 97, 'LOC': 74, 'number_final_not_static_methods': 64, 'number_protected_visibility_attributes': 61, 'number_private_visibility_methods': 59, 'MPC': 56, 'number_abstract_methods': 54, 'number_package_visibility_methods': 53, 'number_constructor_NotDefaultConstructor_methods': 48, 'number_private_visibility_attributes': 48, 'number_final_static_methods': 46, 'number_package_visibility_attributes': 46, 'number-committors': 46, 'CFNAMM_type': 42, 'avg.dev.scattering': 42, 'LCOM5_type': 37, 'num_static_not_final_attributes': 36, 'WMC': 35, 'NOI_package': 35, 'RFC': 34, 'CBO': 33, 'DIT_type': 33, 'is_controller': 31, 'WOC_type': 30, 'num_not_final_not_static_attributes': 29, 'number_protected_visibility_methods': 29, 'Avg-commit-size': 27, 'NOPA_type': 27, 'number-changes': 25, 'isStatic_type': 24, 'TCC_type': 23, 'num_final_not_static_attributes': 22, 'number_not_final_not_static_methods': 21, 'WMCNAMM_type': 20, 'persistance': 16, 'num_final_static_attributes': 11, 'NOAM_type': 10, 'NOII_type': 9, 'NOCS_type': 9, 'is_test': 9, 'NIM_type': 8, 'ATFD_type': 5, 'NMO_type': 5, 'is_util': 2, 'is_external': 1}",orig
Spaghetti Code,agreement,0.0,production,9,"{'C3': 231, 'NOM_package': 167, 'number_constructor_DefaultConstructor_methods': 129, 'NOCS_package': 127, 'NOC_type': 115, 'number_final_methods': 97, 'LOC': 74, 'number_final_not_static_methods': 64, 'number_protected_visibility_attributes': 61, 'number_private_visibility_methods': 59, 'MPC': 56, 'number_abstract_methods': 54, 'number_package_visibility_methods': 53, 'number_constructor_NotDefaultConstructor_methods': 48, 'number_private_visibility_attributes': 48, 'number_final_static_methods': 46, 'number_package_visibility_attributes': 46, 'number-committors': 46, 'CFNAMM_type': 42, 'avg.dev.scattering': 42, 'LCOM5_type': 37, 'num_static_not_final_attributes': 36, 'WMC': 35, 'NOI_package': 35, 'RFC': 34, 'CBO': 33, 'DIT_type': 33, 'is_controller': 31, 'WOC_type': 30, 'num_not_final_not_static_attributes': 29, 'number_protected_visibility_methods': 29, 'Avg-commit-size': 27, 'NOPA_type': 27, 'number-changes': 25, 'isStatic_type': 24, 'TCC_type': 23, 'num_final_not_static_attributes': 22, 'number_not_final_not_static_methods': 21, 'WMCNAMM_type': 20, 'persistance': 16, 'num_final_static_attributes': 11, 'NOAM_type': 10, 'NOII_type': 9, 'NOCS_type': 9, 'is_test': 9, 'NIM_type': 8, 'ATFD_type': 5, 'NMO_type': 5, 'is_util': 2, 'is_external': 1}",orig
Spaghetti Code,agreement,0.0,testing,9,"{'C3': 231, 'NOM_package': 167, 'number_constructor_DefaultConstructor_methods': 129, 'NOCS_package': 127, 'NOC_type': 115, 'number_final_methods': 97, 'LOC': 74, 'number_final_not_static_methods': 64, 'number_protected_visibility_attributes': 61, 'number_private_visibility_methods': 59, 'MPC': 56, 'number_abstract_methods': 54, 'number_package_visibility_methods': 53, 'number_constructor_NotDefaultConstructor_methods': 48, 'number_private_visibility_attributes': 48, 'number_final_static_methods': 46, 'number_package_visibility_attributes': 46, 'number-committors': 46, 'CFNAMM_type': 42, 'avg.dev.scattering': 42, 'LCOM5_type': 37, 'num_static_not_final_attributes': 36, 'WMC': 35, 'NOI_package': 35, 'RFC': 34, 'CBO': 33, 'DIT_type': 33, 'is_controller': 31, 'WOC_type': 30, 'num_not_final_not_static_attributes': 29, 'number_protected_visibility_methods': 29, 'Avg-commit-size': 27, 'NOPA_type': 27, 'number-changes': 25, 'isStatic_type': 24, 'TCC_type': 23, 'num_final_not_static_attributes': 22, 'number_not_final_not_static_methods': 21, 'WMCNAMM_type': 20, 'persistance': 16, 'num_final_static_attributes': 11, 'NOAM_type': 10, 'NOII_type': 9, 'NOCS_type': 9, 'is_test': 9, 'NIM_type': 8, 'ATFD_type': 5, 'NMO_type': 5, 'is_util': 2, 'is_external': 1}",orig
